topic_id,query
13,C0206419 C0332261 C1947932. C0013153 C0040722 C0206419 C0242781 C0449444 C1521797 C1879941. C0003062 C0027361 C0233426 C0332149 C0332522 C0347997 C0870705 C1518526 C1533716 C1548281 C1561527 C1561528 C1704861 C1705564 C1705910 C2362652 C5203670. C5203670
14,C0183479 C0206419. C0163712 C0183479 C3887511 C5203670. C0163712 C0183479 C0237753 C0449788 C0870705 C1514721 C1533716 C1554106 C1561527 C1561528 C1709707 C2348147 C3542016 C4760793. C5203670
15,C0205101 C0206419 C0227230 C0242821 C0444584 C0460148 C1268086 C1551342 C4082212. C0205101 C0205166 C0206419 C0227230 C0242821 C0392744 C0444584 C0460148 C1268086 C1548795 C1551342 C1706317 C2982691 C4082212. C0014406 C0038952 C0042776 C0086418 C0205101 C0205148 C0220921 C0301571 C0302908 C0319157 C0870705 C1304698 C1514721 C1533716 C1561527 C1561528 C1697794 C1705242 C2348147 C3542016 C4521998 C4722465 C4760793 C5203676. C5203670
16,C0205148 C0205166 C0206419 C0310255 C0392744 C1706317. C0205148 C0205166 C0205360 C0206419 C0392744 C1547311 C1706317. C0010200 C0019994 C0020052 C0027361 C0040227 C0205148 C0205360 C0332173 C0333562 C0347997 C0439663 C0439815 C0542559 C1510665 C1518526 C1522390 C1547192 C1547311 C1552652 C1704861 C2347489 C2349982 C2584295 C4281677 C5203676. C5203670
17,C0008976 C0206419 C1096775 C1552009. C0008976 C0206419 C0470187 C1096775 C1552009. C0008976 C0205197 C0205369 C0271510 C1096775 C1274040 C1514721 C1546471 C1548561 C1552009 C1552740 C1706059 C2348147 C2825142 C2949735 C3542016 C3853530 C4283785 C4760793 C5203670. C5203670
18,C0024861 C0206419 C0309872 C1538279 C1555580 C1845191. C0009450 C0024861 C0309872 C1522427 C1538279 C1555580 C1556682 C1826421 C1845191 C3714514 C5203670. C0009450 C0024861 C0042153 C0309872 C0332307 C0457083 C1420009 C1538279 C1552651 C1555580 C1556682 C1845191 C1947944 C3714514 C5202910 C5203670. C5203670
19,C0001962 C0001975 C0162388 C0183086 C0202304 C0206419 C0681205 C1547288 C1550555. C0018563 C0027552 C0183086 C0332307 C0681205 C0686904 C1281583 C1420009 C1552651 C1552914 C1948029 C5202910 C5203670. C0008972 C0027552 C0042776 C0086045 C0220806 C0319157 C0557651 C0681205 C0686904 C0947630 C1320374 C1446561 C1516048 C1705923 C1880229 C1948029 C2603343 C3272558 C3827302 C4761398 C5203670. C5203670
20,C0003015 C0206419 C1152583 C4541021. C0003015 C0030705 C0035647 C0050385 C0108844 C0201888 C0279078 C0442805 C0574363 C1413931 C1452534 C1515187 C1550655 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C4284014 C4541021 C4552904 C5203670. C0003018 C0014442 C0030705 C0035647 C0206419 C0233426 C0597357 C0687133 C0870705 C1422064 C1533716 C1546938 C1550655 C1561527 C1561528 C1578481 C1578483 C1578484 C1578485 C1578486 C1704675 C1705908 C4521302 C4521602 C4552904. C5203670
21,C0026565 C0026566 C0206419. C0026565 C0205848 C0282416 C1561607 C4740649. C0002055 C0005810 C0079399 C0178499 C0227958 C0454664 C0870705 C0871208 C1257890 C1383165 C1511538 C1521761 C1521828 C1522384 C1533716 C1549480 C1549548 C1550601 C1550710 C1561527 C1561528 C1610174 C1626935 C1704464 C1705242 C1705938 C1843354 C1879931 C1880279 C2827422 C2911644 C2987514 C5203670. C5203670
22,C0018787 C0206419 C1281570 C1825598 C4049986. C0030705 C0161816 C0332148 C0750492 C1550655 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C5203670. C0015127 C0161816 C0206419 C0332307 C0376249 C0439603 C0441712 C0870705 C0871396 C1420009 C1524003 C1533716 C1552651 C1561527 C1561528 C1561548 C1705502 C1706376 C2347273 C3828023 C3898838 C4321352 C5202910. C5203670
23,C0020538 C0206419 C1963138. C0009566 C0020538 C0163712 C0750490 C1706221 C1963138 C2362589 C5203670. C0015450 C0030705 C0042776 C0205369 C0319157 C0332148 C0332307 C0439092 C0439663 C0547044 C0750492 C0857121 C1274040 C1281591 C1420009 C1423759 C1550655 C1552651 C1552740 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C2828055 C3160739 C3714514 C4284034 C5202910. C5203670
24,C0011847 C0011849 C0206419. C0009566 C0011847 C0011849 C0163712 C0750490 C1706221 C2362589 C5203670. C0015450 C0030705 C0042776 C0205369 C0241863 C0319157 C0332148 C0332307 C0439092 C0439663 C0547044 C0750492 C1274040 C1281591 C1420009 C1423759 C1550655 C1552651 C1552740 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C2828055 C3160739 C3714514 C4284034 C5202910. C5203670
25,C0005516 C0206419. C0005516 C0009450 C1556682 C1832406 C3714514 C5203676. C0005516 C0233426 C0679250 C0870705 C1533716 C1561527 C1561528 C3542417. C5203670
26,C0206419 C1279919 C1457887 C3854129. C0205265 C1279901 C1457887 C1555582 C1705684 C1705685 C3854129 C5203670. C0008972 C0009450 C0030705 C0205177 C0205210 C0205319 C0205435 C0557651 C0679217 C0718247 C0947630 C1279901 C1280464 C1550655 C1553875 C1556682 C1561507 C1561508 C1561509 C1561510 C1561511 C1561512 C1561513 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C1705923 C1706449 C1720176 C1880229 C2347179 C2603343 C3272565 C3714514 C3853793 C3888249 C4523057. C5203670
27,C0206419 C0231221. C0231221 C0439663 C5203670. C0008972 C0027361 C0439663 C0557651 C0947630 C1457887 C1547282 C1705923 C1880229 C2603343 C3714514 C3854129 C5203670. C5203670
28,C0020336 C0206419. C0020336 C0087111 C1292734 C1522326 C1522609 C1554112 C3887511 C5203670. C0008972 C0020336 C0087111 C0681833 C0814225 C1292734 C1516048 C1522326 C5203670. C5203670
29,C0206419 C2936405. C0002055 C0013227 C0033684 C0085104 C0178499 C0205540 C0227958 C0870705 C0872079 C1142652 C1254351 C1533716 C1549548 C1550601 C1561527 C1561528 C1626935 C1704464 C1705938 C1843354 C1880279 C2987514 C3245505 C5203676. C0085104 C0087111 C0302350 C0567416 C0582263 C0597357 C0682447 C0723712 C0870705 C0872079 C1261552 C1419107 C1533716 C1547427 C1550548 C1555714 C1561527 C1561528 C1704379 C1705117 C1705654 C1819995 C1882932 C2825408 C3812381 C5203676. C5203670
30,C0206419 C4726677. C0039798 C0087111 C1280519 C1522326 C1533734 C1704419 C1705169 C3161471 C3538994 C3887704 C4726677 C5203670. C0030705 C0087111 C0205210 C0205369 C0870705 C1274040 C1292734 C1522326 C1533716 C1550655 C1552740 C1561527 C1561528 C1578481 C1578483 C1578484 C1578485 C1578486 C1705908 C3272565 C4523057 C4726677 C5203670. C5203670
31,C0021400 C0206419 C1705241 C1705242 C2348686 C3811318. C0021400 C0206419 C0439601 C2348686 C3811318. C0008972 C0013113 C0017428 C0021400 C0021403 C0034019 C0205234 C0205246 C0332257 C0439601 C0439851 C0557651 C0699943 C0887950 C0947630 C1285542 C1514721 C1552596 C1552866 C1705241 C1705242 C1705923 C1707455 C1825598 C1880229 C1947931 C2348147 C2348867 C2603343 C2700399 C3244286 C3244304 C3542016 C4049986 C4760793 C5203670. C5203670
32,C0206419 C0449560. C0449560 C5203676. C0002055 C0009085 C0017428 C0027365 C0030351 C0042776 C0178499 C0227958 C0319157 C0449560 C0887950 C1018834 C1517526 C1547383 C1547566 C1549548 C1550601 C1554107 C1626935 C1704464 C1705938 C1843354 C1880279 C2584313 C2599456 C2826224 C2987514 C4522128. C5203670
33,C0042210 C0206419 C4527371. C0022885 C0039593 C0042210 C0392366 C0456984 C1704435 C2826273 C3831328 C4318744 C4527371 C5203670. C0008972 C0008976 C0027365 C0042210 C0205369 C0237400 C0332149 C0332196 C0332257 C0441472 C0441712 C0557651 C0947630 C1018834 C1096775 C1547383 C1552007 C1552009 C1552740 C1552866 C1552867 C1554107 C1705910 C1705923 C1706376 C1706852 C1880229 C2362652 C2584313 C2599456 C2603343 C2700399 C2828389 C3266814 C4522128 C4527371 C5202992 C5203670. C5203670
34,C0206419 C0237820 C1555688 C2004454. C0009566 C0233324 C0521108 C1515273 C1705313 C2004454 C2362589 C2826302 C3858677 C5203670. C0008972 C0013227 C0018684 C0042776 C0163712 C0205234 C0319157 C0332196 C0521108 C0557651 C0559546 C0870705 C0879626 C0947630 C1254351 C1274040 C1285542 C1533716 C1552867 C1561527 C1561528 C1705923 C1880229 C2004454 C2603343 C2828389 C3858677 C5203670. C5203670
35,C0206419 C0678367 C1552597. C0163712 C0205314 C0439849 C0445223 C0470187 C0678367 C1552597 C1552599 C1553390 C1578513 C1704787 C2986548 C4724144 C5203670. C0017428 C0030685 C0034019 C0163712 C0205314 C0332257 C0391871 C0680255 C0699943 C0887950 C1283071 C1511726 C1514811 C1552866 C1553390 C1561577 C1578513 C1706462 C1706852 C1963578 C2347946 C2700399 C2707520 C2986548 C2987476 C3244304 C3244318 C3245479 C3714741 C4521542 C4724144 C5203670 C5203676. C5203670
36,C0678594 C3882441 C5203676. C0175168 C1510464 C3882441 C5203676. C0008972 C0010424 C0025663 C0042153 C0042736 C0233426 C0449851 C0457083 C0557651 C0678594 C0700271 C0871511 C0947630 C1705923 C1880229 C1947944 C2603343 C2827714 C2828387. C5203670
37,C1519068 C5203676. C0004793 C0017428 C0162326 C0162327 C1274040 C1519068 C1519249 C1546471 C1547787 C1610719 C2338314 C2825142 C3853789 C5203676. C0008972 C0017428 C0233426 C0359589 C0557651 C0868995 C0947630 C1274040 C1514721 C1546471 C1705923 C1880229 C1999230 C2338314 C2348147 C2603343 C2825142 C3542016 C4760793 C5203676. C5203670
38,C1155266. C0441712 C0543483 C0699748 C0868928 C1155266 C1533148 C1706255 C1706256 C1706376 C3274647 C5203670. C0001617 C0003209 C0007634 C0008972 C0012634 C0012652 C0013227 C0206419 C0233426 C0332257 C0441712 C0543483 C0557651 C0681579 C0699748 C0947630 C1136359 C1155266 C1254351 C1269647 C1413336 C1514721 C1515999 C1552866 C1704653 C1705923 C1706376 C1880229 C1948049 C2348147 C2603343 C2700399 C3536709 C3542016 C4760793 C5203670. C5203670
39,C0079189 C5203670. C0079189 C0441712 C1706376 C1861452 C5203670. C0008972 C0079189 C0233426 C0243107 C0441712 C0557651 C0678723 C0947630 C1527148 C1705923 C1706376 C1880229 C2603343 C3272564 C4521286. C5203670
40,C0026882 C0206419 C1705285. C0017428 C0026882 C0332183 C1441672 C1705285 C1709305 C2338314 C2745955 C4050225 C4284875 C5203676. C0008972 C0017428 C0026882 C0030657 C0042776 C0205145 C0205210 C0206419 C0233426 C0319157 C0441712 C0557651 C0678226 C0887950 C0947630 C1136169 C1441672 C1455761 C1515974 C1546778 C1705285 C1705923 C1706376 C1880229 C1880371 C2603343 C2825164 C2945760 C3146286 C3245505 C3272565 C4523057. C5203670
41,C0085756 C5203670. C0032659 C0035253 C0085756 C1257890 C1419346 C1622890 C1825598 C4049986 C5203670. C0005680 C0008972 C0011065 C0015031 C0015450 C0026192 C0026538 C0026565 C0026566 C0027567 C0040722 C0085756 C0162698 C0205369 C0220880 C0233426 C0242781 C0332256 C0332257 C0392360 C0439541 C0557061 C0557651 C0870705 C0947630 C1171307 C1281591 C1306577 C1423759 C1521797 C1533716 C1546949 C1552740 C1552866 C1559081 C1561527 C1561528 C1615608 C1704739 C1705923 C1879937 C1880229 C2584313 C2603343 C2700399 C2700400 C2828055 C3160739 C3245505 C3812381 C4284034 C4722467. C5203670
42,C0042890 C5203670. C0039798 C0042890 C0087111 C0199176 C1522326 C1533734 C1705169 C1706420 C1825598 C2700409 C3161471 C3538994 C3887704 C4049986 C5203670. C0004083 C0008972 C0026565 C0026566 C0035820 C0042890 C0079189 C0199176 C0205210 C0221103 C0301625 C0332149 C0332257 C0439849 C0449438 C0557651 C0596306 C0699792 C0728721 C0947630 C1274040 C1546481 C1552866 C1704326 C1704770 C1704771 C1705809 C1705810 C1705811 C1705812 C1705910 C1705923 C1706420 C1880229 C2362652 C2603343 C2700399 C2700409 C3272565 C3871154 C4523057 C5203670. C5203670
43,C0042693 C1615608. C0037455 C0042693 C0332257 C0680472 C1552866 C1615608 C1825598 C2700399 C4049986 C5203670. C0002778 C0003063 C0034386 C0042693 C0163712 C0206072 C0233426 C0332257 C0442519 C0871208 C0936012 C1511726 C1521828 C1524024 C1549480 C1552866 C1615608 C1825598 C1880391 C2700399 C3245479 C3714741 C4049986. C5203670
44,C0024861 C0040722 C0206419 C0242781 C1521797 C1538279 C1555580 C1825598 C1845191 C4049986. C0024861 C0309872 C0332261 C1538279 C1555580 C1825598 C1845191 C1947932 C4049986 C4281574 C5203670. C0008972 C0233426 C0557651 C0947630 C1705923 C1880229 C2603343. C5203670
45,C0025353 C0206419 C1825598 C4049986. C0025353 C1615608 C1825598 C4049986 C5203670. C0004936 C0012634 C0025353 C0030319 C0332257 C0338908 C0348080 C0392756 C0442805 C0547047 C0871208 C1521828 C1549480 C1552866 C1705253 C2700399 C3864998 C4722256. C5203670
